id,sex,marital_status,age,education,income,occupation,settlement_size
100000036,0,0,3.2188758248682006,0,11.556990196132329,0,0
100000037,0,0,3.4339872044851463,0,11.873288599165972,1,2
100000038,0,0,3.6109179126442243,1,11.757251083872092,1,1
100000039,0,0,3.6109179126442243,1,11.689195414335748,1,1
100000040,0,0,3.1780538303479458,0,11.435417874503221,1,1
100000041,0,0,3.4011973816621555,0,12.003521850454511,2,1
100000042,0,1,3.258096538021482,1,11.782349366838313,1,0
100000043,0,0,3.784189633918261,1,11.803039577613292,0,0
100000044,0,1,3.1780538303479458,1,11.951851138645102,1,1
100000045,1,1,4.060443010546419,2,11.865938713075968,0,1
100000046,1,1,3.5553480614894135,1,11.83780938711811,2,1
100000047,0,0,3.6635616461296463,1,11.850696857323062,1,0
100000048,1,1,3.1354942159291497,1,11.088598586820854,0,0
100000049,0,0,3.6635616461296463,1,11.779128505744886,0,0
100000050,1,1,3.332204510175204,1,11.71856470583355,1,0
100000051,0,0,3.367295829986474,0,11.344873609972483,0,0
100000052,0,0,3.4011973816621555,0,12.101800426351737,2,2
100000053,0,0,3.2188758248682006,0,11.43017409217326,1,2
100000054,0,0,3.4339872044851463,0,11.67127873012338,1,0
100000055,0,0,4.04305126783455,2,11.819159382816537,1,1
100000056,0,0,3.258096538021482,0,10.972636701053597,0,0
100000057,0,0,3.9512437185814275,1,12.218865467328927,2,2
100000058,1,1,3.4339872044851463,1,12.120825166502904,1,1
100000059,1,1,3.1354942159291497,1,11.933390837795288,2,1
100000060,1,1,3.1354942159291497,1,11.654772189198464,0,0
100000061,0,1,3.295836866004329,1,11.580163464235905,1,2
100000062,0,0,3.912023005428146,1,11.725137484210757,1,1
100000063,0,0,4.110873864173311,2,12.02220990171739,2,1
100000064,0,0,3.2188758248682006,0,12.334399895062228,1,2
100000065,1,1,3.258096538021482,1,11.681587486978218,1,1
100000066,0,0,3.871201010907891,1,11.90574427804407,1,1
100000067,1,1,3.367295829986474,1,11.617906908789402,1,0
100000068,0,1,3.091042453358316,1,11.84782503703112,1,0
100000069,0,0,3.6109179126442243,1,11.580378484827293,1,2
100000070,1,1,3.2188758248682006,1,11.608408357131642,1,2
100000071,1,1,3.4011973816621555,1,12.038257362137841,1,1
100000072,0,0,3.828641396489095,1,11.207798782912073,0,0
100000073,0,0,3.9318256327243257,1,11.862581836249815,2,2
100000074,1,1,3.713572066704308,2,11.820108648678561,0,0
100000075,0,0,3.6888794541139363,1,11.85572052747492,2,2
100000076,0,0,4.189654742026425,2,11.965903731747076,2,2
100000077,0,0,3.5263605246161616,1,11.737563898391212,1,1
100000078,0,0,3.9318256327243257,1,11.954310974393948,1,2
100000079,0,0,3.6635616461296463,1,11.929640389267645,0,0
100000080,0,1,3.091042453358316,1,11.747206760694894,1,1
100000081,1,1,3.784189633918261,2,11.97820545537955,1,2
100000082,0,0,3.8501476017100584,1,11.82142435613452,1,1
100000083,1,1,3.1780538303479458,1,11.347956477707092,0,0
100000084,1,1,4.060443010546419,2,11.515023263052374,0,0
100000085,0,0,3.9512437185814275,1,11.447917500327963,0,0
100000086,1,1,3.367295829986474,1,11.803974363297629,2,1
100000087,1,1,3.295836866004329,1,11.608817293765796,1,2
100000088,0,0,3.8501476017100584,1,12.39283433035015,1,1
100000089,0,0,3.4011973816621555,0,11.91184922503497,2,2
100000090,0,0,3.332204510175204,0,11.44006440740299,1,2
100000091,0,0,4.02535169073515,1,11.613720575005123,1,1
100000092,0,0,3.9889840465642745,1,11.666538857627438,1,1
100000093,1,1,3.4965075614664802,1,11.171420585820941,0,0
100000094,0,0,2.995732273553991,0,11.765068438801341,1,1
100000095,0,0,3.9889840465642745,1,12.015093721645037,1,2
100000096,0,0,4.060443010546419,2,12.500010112144462,1,1
100000097,1,1,4.110873864173311,2,11.81354844155481,1,1
100000098,0,0,3.5263605246161616,1,11.811502966083971,1,2
100000099,0,0,3.58351893845611,1,11.696521209641913,1,1
100000100,0,0,3.58351893845611,1,12.183136614247116,2,2
100000101,0,1,3.713572066704308,1,11.44434679340493,0,0
100000102,0,0,3.1780538303479458,0,11.612281992710349,1,0
100000103,1,1,3.1780538303479458,1,11.463588151141717,1,1
100000104,0,0,3.5553480614894135,1,11.65566557688837,1,1
100000105,0,1,3.258096538021482,1,11.583160231652679,1,1
100000106,0,0,3.6635616461296463,1,12.407853633480347,2,2
100000107,0,0,3.6635616461296463,1,12.117831421679735,2,2
100000108,0,0,3.4657359027997265,0,11.937382414259984,1,2
100000109,1,1,3.4011973816621555,1,12.014591265349676,1,0
100000110,0,1,3.5553480614894135,1,11.853105106379763,1,0
100000111,0,1,3.4339872044851463,1,11.72967260277917,1,1
100000112,1,1,3.1354942159291497,1,11.58249816832219,1,1
100000113,0,0,3.332204510175204,0,11.707109714306695,0,2
100000114,1,1,3.2188758248682006,1,11.998094761922433,1,0
100000115,0,1,3.5553480614894135,1,11.806430550724798,1,1
100000116,0,0,3.8501476017100584,1,11.78935951493115,1,1
100000117,1,1,3.4011973816621555,1,12.154231832860788,2,0
100000118,1,1,3.295836866004329,1,11.600011005876313,1,2
100000119,1,1,3.1354942159291497,1,11.941709885399888,1,1
100000120,0,1,3.58351893845611,1,12.103458355540372,2,1
100000121,1,1,3.2188758248682006,1,11.558405394448444,1,2
100000122,1,1,3.713572066704308,2,12.02534781329281,2,2
100000123,0,0,3.1780538303479458,0,11.099196303443602,0,0
100000124,0,0,4.143134726391533,2,11.818599703292088,1,0
100000125,1,1,3.295836866004329,1,11.662233007145423,1,2
100000126,0,0,3.4011973816621555,0,11.554959524642653,1,1
100000127,0,1,3.6888794541139363,1,11.18027392020147,0,0
100000128,0,0,3.4011973816621555,0,11.503541573659888,1,2
100000129,0,0,3.5263605246161616,1,11.87742273459009,2,2
100000130,1,1,3.367295829986474,1,11.726568024463365,1,0
100000131,1,1,3.1780538303479458,1,12.08228788550313,1,2
100000132,0,0,3.367295829986474,0,11.913371331064898,1,2
100000133,0,0,3.295836866004329,0,11.25848472629825,0,0
100000134,0,0,3.8501476017100584,1,11.665989840697065,1,1
100000135,1,1,3.044522437723423,1,12.17935899201175,1,0
100000136,1,1,3.6375861597263857,1,11.601952309539879,1,2
100000137,0,0,3.295836866004329,0,12.229413124888081,1,2
100000138,0,0,4.189654742026425,2,11.744060995173982,0,0
100000139,0,0,3.5553480614894135,1,11.720825420791677,1,1
100000140,1,1,3.784189633918261,2,11.592207883697355,0,0
100000141,0,1,3.295836866004329,1,11.406542204264717,0,0
100000142,1,1,3.4011973816621555,1,12.078563085224145,2,1
100000143,0,0,3.295836866004329,0,11.87987148039856,2,2
100000144,0,0,3.091042453358316,0,11.52470580350576,1,1
100000145,1,1,3.1354942159291497,1,11.584371325418246,1,2
100000146,0,0,3.4011973816621555,0,11.854136455938615,1,1
100000147,1,1,3.6635616461296463,2,11.575533999881957,1,0
100000148,1,1,3.9318256327243257,2,11.7584174199482,1,0
100000149,0,0,3.332204510175204,0,11.804833595047922,1,1
100000150,0,0,3.828641396489095,1,11.93415236745625,1,2
100000151,0,0,3.7376696182833684,1,11.694630164880422,1,0
100000152,0,0,3.6375861597263857,1,11.59711954376624,1,2
100000153,0,0,3.1780538303479458,0,11.940060736488684,1,1
100000154,1,1,3.367295829986474,1,12.274684110957747,1,2
100000155,0,0,3.58351893845611,1,12.245778817752209,2,2
100000156,1,1,2.995732273553991,1,11.46536204803862,1,1
100000157,0,0,3.871201010907891,1,11.729294118403239,1,1
100000158,0,1,3.8066624897703196,2,11.187403059535267,0,0
100000159,0,0,3.6375861597263857,1,11.894978640067734,1,2
100000160,0,0,3.5263605246161616,1,11.229806299938259,0,0
100000161,0,0,3.58351893845611,1,11.77366533389829,1,1
100000162,1,1,3.4011973816621555,1,11.524389501078467,1,1
100000163,0,0,3.58351893845611,1,11.75848000355601,1,2
100000164,0,0,4.248495242049359,2,12.323846792258163,2,2
100000165,0,0,3.58351893845611,1,11.731619130210808,1,2
100000166,0,0,3.4657359027997265,0,11.857337526167699,1,1
100000167,1,1,3.4965075614664802,1,11.554796509045534,1,2
100000168,1,1,2.995732273553991,1,11.90285044839666,1,2
100000169,1,1,3.2188758248682006,1,11.737412113924862,1,1
100000170,0,1,3.4339872044851463,1,11.655890966119186,1,2
100000171,0,0,3.4965075614664802,1,11.466305444335003,1,0
100000172,1,1,3.258096538021482,1,11.463304455744613,1,1
100000173,1,1,3.5263605246161616,1,11.938395794230136,2,2
100000174,0,0,3.4965075614664802,1,11.598176126142436,1,0
100000175,0,0,3.258096538021482,0,11.639690265761725,1,1
100000176,1,1,3.970291913552122,2,12.260698131994065,2,0
100000177,0,1,3.7376696182833684,2,11.706079801428672,1,0
100000178,0,0,3.9512437185814275,1,11.78848687810893,1,2
100000179,0,0,3.4339872044851463,0,11.802410910367104,2,1
100000180,0,0,4.174387269895637,2,11.672779847714164,1,0
100000181,0,1,3.332204510175204,1,12.085547729352575,1,2
100000182,0,1,3.4011973816621555,1,12.036250642804614,2,1
100000183,0,0,3.6888794541139363,1,11.260867903491377,0,0
100000184,0,0,3.912023005428146,1,12.081897347829676,1,2
100000185,0,0,3.58351893845611,1,11.573126467660986,1,1
100000186,0,0,3.4339872044851463,0,11.490526470026749,1,1
100000187,1,1,4.30406509320417,3,12.275430783632485,2,1
100000188,0,0,4.219507705176107,2,11.218889918546273,0,0
100000189,0,1,2.995732273553991,1,11.502753909648732,1,0
100000190,1,1,3.4965075614664802,1,11.802313581301199,1,1
100000191,0,0,3.9889840465642745,1,12.290648141502395,2,2
100000192,0,0,3.5263605246161616,1,11.665861121240942,0,0
100000193,0,0,3.58351893845611,1,11.815264596015629,1,2
100000194,0,1,3.367295829986474,1,11.575280353716995,1,1
100000195,0,0,3.044522437723423,0,11.762516186299287,1,2
100000196,1,1,3.5263605246161616,1,11.902437327397127,2,2
100000197,1,1,3.332204510175204,1,11.539538184194956,1,0
100000198,1,1,3.295836866004329,1,11.6974279750889,1,0
100000199,0,0,3.58351893845611,1,11.729761163546003,1,2
100000200,0,1,3.6888794541139363,1,12.073814727406967,2,1
100000201,0,0,3.9512437185814275,1,11.831139167284155,1,0
100000202,0,1,3.295836866004329,1,11.094603054859508,0,0
100000203,0,0,3.258096538021482,0,11.77424302799068,1,1
100000204,0,1,3.044522437723423,1,11.390475305213664,1,1
100000205,0,0,3.6375861597263857,1,11.220780113557778,0,0
100000206,0,0,3.6375861597263857,1,12.31175610903473,2,2
100000207,0,0,3.7612001156935624,1,11.634062868439186,1,0
100000208,0,0,3.258096538021482,0,11.546466618376922,1,2
100000209,0,1,3.044522437723423,1,11.63397427329237,0,0
100000210,0,0,4.007333185232471,1,11.969970493051571,1,2
100000211,0,0,3.4965075614664802,1,11.659922043704569,1,2
100000212,1,1,3.8066624897703196,2,11.606479558302345,0,0
100000213,0,0,3.912023005428146,1,11.923039748892505,1,1
100000214,0,0,4.189654742026425,2,12.094956710285052,2,0
100000215,0,0,3.9318256327243257,1,11.796350991168824,1,0
100000216,1,1,3.6635616461296463,2,11.363868457008717,0,0
100000217,0,0,3.4339872044851463,0,11.648574613565753,1,2
100000218,0,0,3.1354942159291497,0,11.804938146782456,1,1
100000219,0,1,3.1780538303479458,1,11.304793671276457,0,0
100000220,1,1,4.1588830833596715,3,11.784798226215246,1,0
100000221,0,1,3.258096538021482,1,11.139017161766281,0,0
100000222,1,1,3.1354942159291497,1,11.482064114781311,1,1
100000223,0,0,3.4011973816621555,0,11.415522095973136,1,2
100000224,0,0,3.4657359027997265,0,11.644970753889448,1,1
100000225,0,0,3.4011973816621555,0,11.764765310750738,1,1
100000226,0,0,3.295836866004329,0,11.57705452729098,1,1
100000227,0,0,3.295836866004329,0,12.372705102859488,1,1
100000228,0,0,3.970291913552122,1,12.244249544868543,2,1
100000229,0,0,3.091042453358316,0,11.426702867721142,1,1
100000230,0,0,3.091042453358316,0,11.587847391487488,1,2
100000231,0,0,3.258096538021482,0,11.843358071114562,1,2
100000232,0,0,3.9318256327243257,1,11.709733254463467,0,0
100000233,0,0,3.5553480614894135,1,11.71156318624912,1,0
100000234,0,1,3.2188758248682006,1,11.160811532359059,0,0
100000235,0,0,3.7376696182833684,1,11.268647650125732,0,0
100000236,0,0,3.4011973816621555,0,11.786252495054399,2,0
100000237,0,0,3.1354942159291497,0,12.026204077697285,0,2
100000238,0,1,4.110873864173311,2,11.781332970677312,0,0
100000239,1,1,3.5553480614894135,1,11.584389946178533,1,1
100000240,0,0,3.6635616461296463,1,11.655492165982123,1,1
100000241,1,1,3.367295829986474,1,11.502996333892343,1,0
100000242,0,0,3.9318256327243257,1,11.661310986735337,1,1
100000243,0,0,3.1780538303479458,0,11.722805442699448,1,1
100000244,1,1,3.295836866004329,1,11.5130054617704,1,0
100000245,1,1,3.5553480614894135,1,11.736908663681882,0,0
100000246,0,0,3.2188758248682006,0,11.429761223709459,1,2
100000247,0,0,3.9512437185814275,1,11.593260437622503,1,2
100000248,0,0,3.5553480614894135,1,11.63495723971599,1,0
100000249,0,0,3.258096538021482,0,11.671816320961444,1,1
100000250,1,1,3.091042453358316,1,11.394141928980261,1,2
100000251,1,1,3.6635616461296463,2,11.653547906574925,0,0
100000252,1,1,3.828641396489095,2,11.638667851894756,0,0
100000253,1,1,3.1780538303479458,1,11.660301822229206,1,1
100000254,0,0,3.5553480614894135,1,11.85842823190571,1,2
100000255,0,0,3.1780538303479458,0,11.586482571139426,1,1
100000256,0,0,3.295836866004329,0,11.788669056507631,0,0
100000257,0,0,3.5553480614894135,1,11.334838927807764,0,0
100000258,0,1,3.367295829986474,1,11.578975343431727,1,2
100000259,1,1,3.1354942159291497,1,11.816999944757677,1,1
100000260,1,1,4.04305126783455,2,11.58191033642518,0,0
100000261,0,0,3.295836866004329,0,11.487053657402658,1,1
100000262,1,1,4.007333185232471,2,11.746866512943775,1,2
100000263,0,0,3.58351893845611,1,12.041298233165719,2,1
100000264,1,1,4.04305126783455,2,11.598598446708378,0,0
100000265,0,0,3.4657359027997265,0,11.117583940032915,0,0
100000266,0,0,3.6109179126442243,1,11.573220620753984,1,0
100000267,0,0,3.58351893845611,1,11.913290925283679,1,0
100000268,1,1,3.6375861597263857,1,11.627360680703712,1,0
100000269,0,1,3.8066624897703196,2,12.279090738266746,2,2
100000270,0,0,3.2188758248682006,0,11.402373720391825,1,1
100000271,0,0,3.4657359027997265,0,11.618023946300058,1,2
100000272,1,1,3.6109179126442243,1,11.82823972765639,1,1
100000273,0,0,3.58351893845611,1,12.407138263000363,2,2
100000274,0,0,3.332204510175204,0,11.701162822193487,1,1
100000275,0,1,3.5263605246161616,1,12.074636199828301,0,0
100000276,0,0,3.4657359027997265,0,11.621044173314976,1,1
100000277,1,1,3.258096538021482,1,11.616501389191585,1,0
100000278,0,1,3.8918202981106265,2,11.341745608275108,0,0
100000279,1,1,3.4657359027997265,1,11.826903741620589,1,2
100000280,0,0,3.367295829986474,0,11.883688701231943,2,2
100000281,0,0,3.1354942159291497,0,11.926226458846168,1,1
100000282,0,0,3.912023005428146,1,11.652661320048594,1,1
100000283,0,0,3.8918202981106265,1,11.522489582638823,0,0
100000284,0,0,4.143134726391533,2,11.734860286064308,1,2
100000285,0,1,3.6109179126442243,1,11.93366006540916,1,2
100000286,1,1,3.5553480614894135,1,12.031391823832172,0,1
100000287,0,0,3.258096538021482,0,11.749624721146931,1,2
100000288,0,0,3.4339872044851463,0,12.25494375880409,2,2
100000289,1,1,3.8918202981106265,2,11.74137491507462,1,1
100000290,0,1,3.871201010907891,2,11.618941765554109,1,1
100000291,0,1,3.258096538021482,1,11.452474578061011,1,0
100000292,0,1,3.332204510175204,1,12.27662430148112,2,1
100000293,1,1,3.784189633918261,2,12.174664534370493,2,1
100000294,0,0,4.02535169073515,1,12.035960252642651,1,1
100000295,0,1,3.828641396489095,2,12.220946479589601,2,1
100000296,1,1,3.258096538021482,1,12.167596854853238,1,2
100000297,1,1,2.995732273553991,1,11.759222884639279,1,2
100000298,0,0,3.8066624897703196,1,11.26770244632564,0,0
100000299,0,0,3.7612001156935624,1,11.682212439493723,1,1
100000300,0,0,3.4657359027997265,0,11.991510914828583,1,2
100000301,1,1,3.9889840465642745,2,10.944152881249389,0,0
100000302,1,1,3.7376696182833684,2,11.8921629496281,1,1
100000303,0,0,3.6109179126442243,1,11.412198641603746,0,0
100000304,0,0,3.8918202981106265,1,11.599589281567741,1,0
100000305,0,0,3.784189633918261,1,12.298282569959897,1,0
100000306,0,1,3.4965075614664802,1,11.88242482344573,1,1
100000307,1,1,3.1780538303479458,1,11.536886102415071,0,0
100000308,0,1,3.4965075614664802,1,11.288118030169317,0,0
100000309,1,1,3.1780538303479458,1,11.58164896684711,1,2
100000310,0,1,3.091042453358316,1,11.039122627865256,0,0
100000311,0,0,3.6888794541139363,1,11.43568798562858,0,0
100000312,0,0,3.2188758248682006,0,11.893749459161942,1,0
100000313,1,1,3.258096538021482,1,11.862349182194768,1,1
100000314,0,1,3.2188758248682006,1,11.135785388612968,0,0
100000315,0,0,3.367295829986474,0,11.355990913766354,0,0
100000316,0,0,3.4339872044851463,0,11.618104964245578,1,2
100000317,0,0,3.6375861597263857,1,11.114088343152284,0,0
100000318,1,1,3.871201010907891,2,11.745258661850295,0,0
100000319,0,0,3.4657359027997265,0,11.432333439782782,1,2
100000320,1,1,3.295836866004329,1,11.446839079842368,0,0
100000321,0,1,3.332204510175204,1,12.014851605549186,2,0
100000322,0,1,3.4657359027997265,1,11.582404884740031,1,0
100000323,0,0,3.5263605246161616,1,11.884895835194483,2,0
100000324,0,0,3.332204510175204,0,11.907417252482935,1,0
100000325,1,1,3.58351893845611,1,11.568180401679825,1,2
100000326,0,0,3.6635616461296463,1,11.448194925398298,0,0
100000327,0,0,3.8918202981106265,1,11.949747111174872,1,2
100000328,1,1,3.5263605246161616,1,11.914087996925012,1,2
100000329,0,0,3.4339872044851463,0,11.889099068442993,1,1
100000330,0,0,3.332204510175204,0,11.528690540548611,1,2
100000331,0,0,4.31748811353631,2,12.270609604166523,2,1
100000332,1,1,3.4011973816621555,1,11.71521303440506,1,0
100000333,1,1,3.1780538303479458,1,12.25417686020432,2,1
100000334,1,1,3.1780538303479458,1,12.106268884696242,0,0
100000335,0,0,3.1354942159291497,0,11.676777505480521,1,1
100000336,0,1,3.784189633918261,2,11.986983364544004,2,1
100000337,1,1,3.1354942159291497,1,11.345819560782635,0,0
100000338,1,1,3.1780538303479458,1,11.49759860646072,1,2
100000339,0,0,3.332204510175204,0,11.714714625626018,1,2
100000340,0,1,3.4339872044851463,1,11.3070568392002,0,0
100000341,1,1,3.1780538303479458,1,11.920867502953286,1,1
100000342,1,1,3.258096538021482,1,11.433719906789253,0,0
100000343,0,1,3.2188758248682006,1,11.917396746062549,1,2
100000344,0,0,3.4965075614664802,1,12.031356097212264,2,1
100000345,0,0,3.6109179126442243,1,11.656384910972056,0,0
100000346,1,1,3.7612001156935624,2,11.355124798706184,0,0
100000347,0,0,3.1354942159291497,0,11.470174527902596,1,2
100000348,1,1,3.1354942159291497,1,11.48779225533123,0,0
100000349,0,0,3.5263605246161616,1,11.377735554908545,0,0
100000350,0,0,3.4657359027997265,0,11.890902891252168,1,1
100000351,1,1,3.1354942159291497,1,11.485626208032405,1,0
100000352,1,1,3.367295829986474,1,11.593896971945352,1,2
100000353,0,0,3.6375861597263857,1,11.927099209255294,2,1
100000354,0,0,3.332204510175204,0,11.862504290912188,1,1
100000355,0,0,3.828641396489095,1,11.780468603581122,1,2
100000356,0,0,3.1354942159291497,0,11.14633004687547,0,0
100000357,0,0,3.8918202981106265,1,11.707389667210565,1,2
100000358,0,0,3.258096538021482,0,11.942015949708342,2,2
100000359,0,1,3.332204510175204,1,11.438729796663619,1,0
100000360,1,1,3.1354942159291497,1,11.594864834381662,1,2
100000361,0,0,4.110873864173311,2,11.771868499082203,1,2
100000362,0,0,3.6109179126442243,1,12.044412170983897,2,0
100000363,1,1,3.58351893845611,1,11.815863077663431,1,1
100000364,0,1,3.044522437723423,1,11.480081974040464,1,2
100000365,0,0,3.2188758248682006,0,10.684737181317619,0,0
100000366,0,0,3.58351893845611,1,11.547529769657158,1,0
100000367,0,0,3.295836866004329,0,11.682659800703151,1,1
100000368,1,1,3.091042453358316,1,11.69261021510968,1,2
100000369,0,0,3.7376696182833684,1,11.748677198059127,1,1
100000370,1,1,3.6888794541139363,2,11.82636299962172,1,2
100000371,0,0,3.58351893845611,1,11.680784610100622,1,1
100000372,0,0,3.4965075614664802,1,11.881705841603615,1,1
100000373,1,1,3.1354942159291497,1,11.571599951213637,1,0
100000374,0,0,4.143134726391533,2,12.514711091221951,2,2
100000375,1,1,4.0943445622221,2,12.642273856117422,2,2
100000376,1,1,3.6109179126442243,1,12.045821730377652,1,1
100000377,0,1,3.5263605246161616,1,11.63033509758704,1,0
100000378,0,0,3.58351893845611,1,11.480815411051994,1,1
100000379,0,0,4.04305126783455,2,12.549389262990019,2,1
100000380,1,1,3.9512437185814275,2,11.467415415338404,0,0
100000381,0,0,3.6635616461296463,1,11.629347574987271,1,2
100000382,1,1,3.6375861597263857,1,12.472187559816442,2,2
100000383,1,1,3.2188758248682006,1,11.506444508870539,1,0
100000384,0,0,3.258096538021482,0,11.621860584113618,1,2
100000385,0,0,3.258096538021482,0,11.564112753739382,0,0
100000386,1,1,3.2188758248682006,1,11.59470819638557,1,0
100000387,1,1,3.044522437723423,1,11.45799398144401,1,1
100000388,0,0,3.6888794541139363,1,12.214531766071808,2,1
100000389,0,0,3.295836866004329,0,11.848454399679197,1,2
100000390,1,1,3.295836866004329,1,11.538037501785084,1,1
100000391,0,1,3.4011973816621555,1,11.809074094760168,2,2
100000392,1,1,2.9444389791664403,1,11.618968747489705,0,0
100000393,0,0,3.6635616461296463,1,11.933620670773392,2,1
100000394,1,1,3.4339872044851463,1,11.6137657798963,1,2
100000395,0,0,3.4339872044851463,0,11.83375455450805,2,2
100000396,0,0,3.4657359027997265,0,12.305569503499239,1,2
100000397,1,1,4.007333185232471,2,12.01803679320344,2,2
100000398,0,1,3.828641396489095,2,11.714224145026954,1,0
100000399,0,1,3.828641396489095,2,11.699396733123224,1,0
100000400,1,1,3.7612001156935624,2,11.747594343802705,0,0
100000401,0,1,3.6635616461296463,1,11.592798927553392,1,2
100000402,0,1,3.332204510175204,1,11.630841825071846,1,1
100000403,0,0,3.295836866004329,0,12.011024447497485,1,1
100000404,0,0,3.295836866004329,0,10.989318506839505,0,0
100000405,0,0,3.7612001156935624,1,11.783967354323712,1,0
100000406,0,1,3.091042453358316,1,11.60082644614469,1,0
100000407,0,0,3.7612001156935624,1,11.656098972637475,1,1
100000408,0,1,3.295836866004329,1,11.45858542871155,1,2
100000409,0,1,3.258096538021482,1,12.054435470867213,2,0
100000410,0,1,3.332204510175204,1,11.845203202681834,1,2
100000411,1,1,2.995732273553991,1,11.616663665386024,1,1
100000412,0,0,3.5553480614894135,1,12.141795423584329,2,2
100000413,0,0,3.7376696182833684,1,11.887986346900053,2,0
100000414,0,0,3.6888794541139363,1,11.554451211798726,0,0
100000415,1,1,3.5553480614894135,1,11.592401858472007,1,1
100000416,0,0,3.5553480614894135,1,11.87759635595012,1,2
100000417,0,0,3.4965075614664802,1,11.303228600374775,0,0
100000418,1,1,3.1354942159291497,1,12.024328921758558,1,1
100000419,1,1,3.4339872044851463,1,12.075565247450392,2,1
100000420,1,1,3.4965075614664802,1,11.630014926826567,1,1
100000421,1,1,2.995732273553991,1,11.945577632922356,1,2
100000422,0,0,3.4011973816621555,0,11.629828113199304,1,1
100000423,0,0,3.8501476017100584,1,11.358491411663165,0,0
100000424,0,0,3.5263605246161616,1,11.890649318096669,2,2
100000425,1,1,3.2188758248682006,1,11.716290708692531,1,2
100000426,0,1,3.044522437723423,1,11.65697385954269,1,2
100000427,0,0,3.367295829986474,0,11.603378412954656,1,0
100000428,0,0,3.828641396489095,1,11.906493415053063,1,2
100000429,0,0,2.995732273553991,0,11.391424275539181,1,1
100000430,1,1,4.007333185232471,2,11.04120836857775,0,0
100000431,0,0,4.30406509320417,2,11.712865893852635,0,0
100000432,0,0,3.367295829986474,0,12.349666367686273,2,2
100000433,0,0,3.58351893845611,1,11.82546355129581,2,2
100000434,0,1,3.4965075614664802,1,11.600432552408463,1,0
100000435,0,0,3.2188758248682006,0,11.517405414991934,1,2
100000436,0,1,3.2188758248682006,1,11.573578321682172,1,0
100000437,0,1,3.1354942159291497,1,11.347425626386077,0,0
100000438,1,1,3.6109179126442243,1,11.91481753069161,1,1
100000439,0,0,4.174387269895637,2,11.343737286566236,0,0
100000440,1,1,3.258096538021482,1,10.852845488114479,0,0
100000441,0,0,3.6635616461296463,1,11.843652658963146,2,1
100000442,1,1,3.4011973816621555,1,11.57662300758447,1,1
100000443,0,0,3.367295829986474,0,11.673103657078494,1,2
100000444,0,0,3.713572066704308,1,11.150649148307476,0,0
100000445,1,1,3.4011973816621555,1,12.0948449515943,2,2
100000446,1,1,3.713572066704308,2,11.311335458181992,0,0
100000447,1,1,3.5263605246161616,1,11.625360894300016,1,1
100000448,0,0,3.5553480614894135,1,11.708903348211669,1,0
100000449,1,1,4.007333185232471,2,12.058957988074814,2,2
100000450,0,1,4.110873864173311,2,12.076760909049835,1,1
100000451,0,0,3.4011973816621555,0,12.301610072239237,2,2
100000452,1,1,3.367295829986474,1,11.463735220779457,1,1
100000453,0,0,3.5263605246161616,1,11.640518007483138,1,1
100000454,0,0,3.5553480614894135,1,11.87445261787988,2,2
100000455,0,0,3.4339872044851463,0,11.78274647407012,1,2
100000456,1,1,3.367295829986474,1,11.89099196926058,2,2
